"state","location","type","so2","no2","rspm","pm2_5","date"
"Gujarat","Surat","Residential",14,18,73,24,"2014-02-20"
"Gujarat","Vadodara","Industrial",20,20,81,22,"2014-02-20"
"Gujarat","Vadodara","Residential",14,16,64,23,"2014-02-20"
"Gujarat","Vadodara","Residential",16,19,96,34,"2014-02-20"
"Gujarat","Vapi","Residential",13,16,80,23,"2014-02-20"
"Gujarat","Vapi","Industrial",14,18,80,23,"2014-02-20"
"Odisha","Cuttack","Residential",2,33,150,64,"2014-02-20"
"Telangana","Sangareddy","Industrial",4.2,56.1,125,65,"2014-02-20"
"Madhya Pradesh","Bhopal","Residential",3,17,203,114,"2014-02-21"
"Odisha","Bhubaneswar","Residential",2,21,131,68,"2014-02-21"
"Odisha","Bhubaneswar","Residential",2,17,88,28,"2014-02-21"
"Odisha","Cuttack","Residential",2,30,100,64,"2014-02-21"
"Odisha","Paradeep","Residential",10,13,113,62,"2014-02-21"
"Odisha","Paradeep","Residential",7,17,148,49,"2014-02-21"
"Telangana","Sangareddy","Industrial",2.7,40.4,81,40,"2014-02-21"
"Madhya Pradesh","Bhopal","Industrial",2,24,176,66,"2014-02-22"
"Odisha","Cuttack","Residential",2,33,122,73,"2014-02-22"
"Telangana","Sangareddy","Industrial",4,36.9,81,38,"2014-02-22"
"Telangana","Sangareddy","Industrial",2.5,32.8,65,32,"2014-02-23"
"Gujarat","Ahmedabad","Industrial",14.55,18.1,76.66666667,21,"2014-02-24"
"Gujarat","Ahmedabad","Residential",16,18,85,27,"2014-02-24"
"Gujarat","Ahmedabad","Residential",14,18,80,27,"2014-02-24"
"Gujarat","Ahmedabad","Residential",15,19,83,28,"2014-02-24"
"Gujarat","Ahmedabad","Industrial",14,17,72,26,"2014-02-24"
"Gujarat","Ahmedabad","Residential",14,19,80,26,"2014-02-24"
"Gujarat","Ankleshwar","Residential",13,15,95,25,"2014-02-24"
"Gujarat","Ankleshwar","Industrial",15,16,93,33,"2014-02-24"
"Gujarat","Jamnagar","Residential",14.78333333,20,58,18,"2014-02-24"
"Gujarat","Rajkot","Industrial",15,21,74,24,"2014-02-24"
"Gujarat","Surat","Residential",13,15,86,26,"2014-02-24"
"Gujarat","Surat","Industrial",12,17,96,31,"2014-02-24"
"Gujarat","Surat","Residential",13,15,89,26,"2014-02-24"
"Gujarat","Vadodara","Industrial",19,21,77,18,"2014-02-24"
"Gujarat","Vadodara","Residential",12,19,67,24,"2014-02-24"
"Gujarat","Vadodara","Residential",15,18,90,31,"2014-02-24"
"Gujarat","Vapi","Residential",13,19,76,21,"2014-02-24"
"Gujarat","Vapi","Industrial",13,17,85,24,"2014-02-24"
"Madhya Pradesh","Bhopal","Industrial",2,22,171,144,"2014-02-24"
"Odisha","Cuttack","Residential",2,33,131,73,"2014-02-24"
"Telangana","Sangareddy","Industrial",2.7,37,74,33,"2014-02-24"
"Odisha","Bhubaneswar","Residential",2,21,150,57,"2014-02-25"
"Odisha","Cuttack","Residential",3,31,111,66,"2014-02-25"
"Odisha","Paradeep","Residential",7,13,59,29,"2014-02-25"
"Odisha","Paradeep","Residential",5,13,70,43,"2014-02-25"
"Telangana","Sangareddy","Industrial",2.8,39.9,82,46,"2014-02-25"
"Madhya Pradesh","Bhopal","Residential",8.08222107401066,22.5922759331576,349,30,"2014-02-26"
"Odisha","Cuttack","Residential",2,31,130,68,"2014-02-26"
"Telangana","Sangareddy","Industrial",2.9,46.3,75,38,"2014-02-26"
"Gujarat","Ahmedabad","Industrial",13.53333333,18.31666667,67.66666667,20,"2014-02-27"
"Gujarat","Ahmedabad","Residential",16,20,83,26,"2014-02-27"
"Gujarat","Ahmedabad","Residential",14,22,77,25,"2014-02-27"
"Gujarat","Ahmedabad","Residential",16,18,90,31,"2014-02-27"
"Gujarat","Ahmedabad","Industrial",14,18,84,24,"2014-02-27"
"Gujarat","Ahmedabad","Residential",15,21,75,23,"2014-02-27"
"Gujarat","Ankleshwar","Residential",15,17,88,29,"2014-02-27"
"Gujarat","Ankleshwar","Industrial",15,15,96,34,"2014-02-27"
"Gujarat","Jamnagar","Residential",15.1,18,69,25,"2014-02-27"
"Gujarat","Rajkot","Industrial",14,20,70,21,"2014-02-27"
"Gujarat","Surat","Residential",13,16,81,24,"2014-02-27"
"Gujarat","Surat","Industrial",12,17,89,29,"2014-02-27"
"Gujarat","Surat","Residential",12,18,101,32,"2014-02-27"
"Gujarat","Vadodara","Industrial",19,19,71,21,"2014-02-27"
"Gujarat","Vadodara","Residential",15,18,62,23,"2014-02-27"
"Gujarat","Vadodara","Residential",14,17,80,30,"2014-02-27"
"Gujarat","Vapi","Residential",11,16,96,31,"2014-02-27"
"Gujarat","Vapi","Industrial",13,17,74,22,"2014-02-27"
"Odisha","Cuttack","Residential",2,33,122,64,"2014-02-27"
"Telangana","Sangareddy","Industrial",2.6,41.4,62,29,"2014-02-27"
"Madhya Pradesh","Bhopal","Residential",2,27,179,98,"2014-02-28"
"Odisha","Bhubaneswar","Residential",2,20,65,21,"2014-02-28"
"Odisha","Bhubaneswar","Residential",2,19,92,20,"2014-02-28"
"Odisha","Cuttack","Residential",2,28,102,60,"2014-02-28"
"Odisha","Paradeep","Residential",10,11,67,33,"2014-02-28"
"Odisha","Paradeep","Residential",7,11,137,30,"2014-02-28"
"Telangana","Sangareddy","Industrial",3.5,42.7,69,26,"2014-02-28"
"Madhya Pradesh","Bhopal","Residential",2,28,185,101,"2014-03-01"
"Odisha","Cuttack","Residential",2,32,139,82,"2014-03-01"
"Odisha","Paradeep","Industrial",10,13,140,73,"2014-03-01"
"Odisha","Paradeep","Residential",10,13,176,75,"2014-03-01"
"Odisha","Paradeep","Residential",7,12,200,65,"2014-03-01"
"Telangana","Sangareddy","Industrial",4.2,109.2,184,98,"2014-03-01"
"Gujarat","Ahmedabad","Industrial",14.9,16.91666667,74.66666667,21,"2014-03-02"
"Gujarat","Ahmedabad","Residential",14,20,90,31,"2014-03-02"
"Gujarat","Ahmedabad","Residential",13,20,83,26,"2014-03-02"
"Gujarat","Ahmedabad","Residential",14,21,83,28,"2014-03-02"
"Gujarat","Ahmedabad","Industrial",13,19,82,28,"2014-03-02"
"Gujarat","Ahmedabad","Residential",15,18,76,27,"2014-03-02"
"Gujarat","Ankleshwar","Residential",13,16,88,27,"2014-03-02"
"Gujarat","Ankleshwar","Industrial",16,19,100,29,"2014-03-02"
"Gujarat","Jamnagar","Residential",15.33333333,18,68,23,"2014-03-02"
"Gujarat","Rajkot","Industrial",15,20,65,21,"2014-03-02"
"Gujarat","Surat","Residential",12,15,93,28,"2014-03-02"
"Gujarat","Surat","Industrial",13,16,75,21,"2014-03-02"
"Gujarat","Surat","Residential",14,14,95,28,"2014-03-02"
"Gujarat","Vadodara","Industrial",15,19,91,25,"2014-03-02"
"Gujarat","Vadodara","Residential",14,17,60,21,"2014-03-02"
"Gujarat","Vadodara","Residential",16,18,90,31,"2014-03-02"
"Gujarat","Vapi","Residential",11,16,93,26,"2014-03-02"
"Gujarat","Vapi","Industrial",13,15,87,31,"2014-03-02"
"Madhya Pradesh","Bhopal","Industrial",2,23,159,109,"2014-03-02"
"Odisha","Bhubaneswar","Residential",2,21,120,81,"2014-03-02"
"Odisha","Cuttack","Residential",2,32,146,90,"2014-03-02"
"Telangana","Sangareddy","Industrial",22.2,107.9,193,64,"2014-03-02"
"Gujarat","Ahmedabad","Industrial",15.96666667,21.15,83.66666667,23,"2014-03-03"
"Gujarat","Ahmedabad","Residential",13,19,81,32,"2014-03-03"
"Gujarat","Ahmedabad","Residential",12,20,73,19,"2014-03-03"
"Gujarat","Ahmedabad","Residential",14,19,74,21,"2014-03-03"
"Gujarat","Ahmedabad","Industrial",10,18,71,26,"2014-03-03"
"Gujarat","Ahmedabad","Residential",12,17,67,23,"2014-03-03"
"Gujarat","Ankleshwar","Industrial",17,20,72,20,"2014-03-03"
"Gujarat","Rajkot","Industrial",14,21,72,26,"2014-03-03"
"Gujarat","Rajkot","Residential",12,19,66,19,"2014-03-03"
"Gujarat","Surat","Residential",13,20,76,26,"2014-03-03"
"Gujarat","Surat","Industrial",15,21,85,33,"2014-03-03"
"Gujarat","Surat","Residential",17,19,102,36,"2014-03-03"
"Gujarat","Vadodara","Industrial",18,21,95,34,"2014-03-03"
"Gujarat","Vadodara","Residential",12,17,76,26,"2014-03-03"
"Gujarat","Vadodara","Residential",15,19,93,33,"2014-03-03"
"Gujarat","Vapi","Residential",13,18,90,33,"2014-03-03"
"Gujarat","Vapi","Industrial",14,19,98,27,"2014-03-03"
"Madhya Pradesh","Bhopal","Industrial",8.08222107401066,22.5922759331576,126,79,"2014-03-03"
"Odisha","Cuttack","Residential",2,28,92,64,"2014-03-03"
"Telangana","Sangareddy","Industrial",2.9,41.5,66,27,"2014-03-03"
"Gujarat","Ahmedabad","Industrial",15.56666667,20.31666667,95.66666667,33,"2014-03-04"
"Gujarat","Ahmedabad","Residential",15,21,85,32,"2014-03-04"
"Gujarat","Ahmedabad","Residential",15,19,77,25,"2014-03-04"
"Gujarat","Ahmedabad","Residential",14,21,88,33,"2014-03-04"
"Gujarat","Ahmedabad","Industrial",12,18,80,25,"2014-03-04"
"Gujarat","Ahmedabad","Residential",13,17,71,28,"2014-03-04"
"Gujarat","Ankleshwar","Residential",16,24,94,36,"2014-03-04"
"Gujarat","Ankleshwar","Industrial",18,25,95,34,"2014-03-04"
"Gujarat","Rajkot","Industrial",14,20,84,32,"2014-03-04"
"Gujarat","Rajkot","Residential",14,18,81,29,"2014-03-04"
"Gujarat","Surat","Residential",13,21,83,30,"2014-03-04"
"Gujarat","Surat","Industrial",15,21,85,32,"2014-03-04"
"Gujarat","Surat","Residential",17,21,97,35,"2014-03-04"
"Gujarat","Vadodara","Industrial",20,23,90,32,"2014-03-04"
"Gujarat","Vadodara","Residential",15,21,88,32,"2014-03-04"
"Gujarat","Vadodara","Residential",18,24,86,29,"2014-03-04"
"Gujarat","Vapi","Residential",15,22,91,27,"2014-03-04"
"Gujarat","Vapi","Industrial",16,21,97,29,"2014-03-04"
"Odisha","Bhubaneswar","Residential",2,19,57,52,"2014-03-04"
"Odisha","Cuttack","Residential",2,31,112,43,"2014-03-04"
"Telangana","Sangareddy","Industrial",7.9,97.8,170,68,"2014-03-04"
"Madhya Pradesh","Bhopal","Industrial",2,29,171,18,"2014-03-05"
"Odisha","Cuttack","Residential",2,32,111,51,"2014-03-05"
"Telangana","Sangareddy","Industrial",6.3,50.7,85,33,"2014-03-05"
"Gujarat","Jamnagar","Residential",14.78333333,22,85,36,"2014-03-06"
"Odisha","Bhubaneswar","Residential",2,13,51,19,"2014-03-06"
"Odisha","Cuttack","Residential",2,26,63,30,"2014-03-06"
"Odisha","Paradeep","Industrial",10,12,63,19,"2014-03-06"
"Odisha","Paradeep","Residential",8,12,70,30,"2014-03-06"
"Odisha","Paradeep","Residential",10,14,60,18,"2014-03-06"
"Telangana","Sangareddy","Industrial",0.9,65.2,48,26,"2014-03-06"
"Gujarat","Ahmedabad","Industrial",14.08333333,23.15,82.33333333,33,"2014-03-07"
"Gujarat","Ahmedabad","Residential",13,21,86,33,"2014-03-07"
"Gujarat","Ahmedabad","Residential",10,18,87,31,"2014-03-07"
"Gujarat","Ahmedabad","Residential",12,19,90,35,"2014-03-07"
"Gujarat","Ahmedabad","Industrial",12,19,86,37,"2014-03-07"
"Gujarat","Ankleshwar","Residential",14,21,89,25,"2014-03-07"
"Gujarat","Ankleshwar","Industrial",14,22,97,33,"2014-03-07"
"Gujarat","Rajkot","Industrial",14,20,101,41,"2014-03-07"
"Gujarat","Surat","Residential",14,23,72,32,"2014-03-07"
"Gujarat","Surat","Industrial",15,23,94,40,"2014-03-07"
"Gujarat","Surat","Residential",14,23,92,39,"2014-03-07"
"Gujarat","Vadodara","Industrial",15,23,103,42,"2014-03-07"
"Gujarat","Vadodara","Residential",13,20,91,29,"2014-03-07"
"Gujarat","Vadodara","Residential",14,23,98,38,"2014-03-07"
"Gujarat","Vapi","Residential",14,21,88,35,"2014-03-07"
"Gujarat","Vapi","Industrial",14,19,93,29,"2014-03-07"
"Odisha","Bhubaneswar","Residential",2,14,37,27,"2014-03-07"
"Odisha","Cuttack","Residential",3,33,75,31,"2014-03-07"
"Telangana","Sangareddy","Industrial",2.8,37.5,48,14,"2014-03-07"
"Telangana","Sangareddy","Industrial",2.93,29.2,39,11,"2014-03-08"
"Madhya Pradesh","Bhopal","Residential",2,22,131,124,"2014-03-09"
"Odisha","Bhubaneswar","Residential",2,18,67,23,"2014-03-09"
"Odisha","Cuttack","Residential",2,29,51,25,"2014-03-09"
"Telangana","Sangareddy","Industrial",5,29.7,18,7,"2014-03-09"
"Madhya Pradesh","Bhopal","Residential",2,11,79,43,"2014-03-10"
"Odisha","Cuttack","Residential",3,24,51,38,"2014-03-10"
"Telangana","Sangareddy","Industrial",9.1,36.5,92,41,"2014-03-10"
"Gujarat","Ankleshwar","Residential",14,21,86,24,"2014-03-11"
"Gujarat","Ankleshwar","Industrial",16,23,88,28,"2014-03-11"
"Madhya Pradesh","Bhopal","Industrial",2,8,133,71,"2014-03-11"
"Odisha","Bhubaneswar","Residential",2,27,153,24,"2014-03-11"
"Odisha","Bhubaneswar","Residential",2,22,141,40,"2014-03-11"
"Odisha","Cuttack","Residential",3,30,109,44,"2014-03-11"
"Telangana","Sangareddy","Industrial",21.7,63.9,182,81,"2014-03-11"
"Madhya Pradesh","Bhopal","Residential",2,17,91,20,"2014-03-12"
"Odisha","Bhubaneswar","Residential",2,35,198,85,"2014-03-12"
"Odisha","Bhubaneswar","Residential",2,36,166,58,"2014-03-12"
"Odisha","Cuttack","Residential",2,26,94,52,"2014-03-12"
"Telangana","Sangareddy","Industrial",15,89,184,78,"2014-03-12"
"Gujarat","Ahmedabad","Industrial",18.85,20.13333333,93,32,"2014-03-13"
"Gujarat","Ahmedabad","Residential",14,15,78,27,"2014-03-13"
"Gujarat","Ahmedabad","Residential",13,22,77,20,"2014-03-13"
"Gujarat","Ahmedabad","Residential",13,20,82,26,"2014-03-13"
"Gujarat","Ahmedabad","Industrial",9,20,96,21,"2014-03-13"
"Gujarat","Ahmedabad","Residential",12,17,76,34,"2014-03-13"
"Gujarat","Ankleshwar","Residential",14,22,78,28,"2014-03-13"
"Gujarat","Ankleshwar","Industrial",16,20,71,32,"2014-03-13"
"Gujarat","Rajkot","Industrial",13,20,67,24,"2014-03-13"
"Gujarat","Rajkot","Residential",12,18,66,23,"2014-03-13"
"Gujarat","Surat","Residential",15,21,82,33,"2014-03-13"
"Gujarat","Surat","Industrial",14,18,78,28,"2014-03-13"
"Gujarat","Surat","Residential",16,20,95,36,"2014-03-13"
"Gujarat","Vadodara","Industrial",17,20,94,35,"2014-03-13"
"Gujarat","Vadodara","Residential",13,18,69,23,"2014-03-13"
"Gujarat","Vadodara","Residential",15,19,91,28,"2014-03-13"
"Gujarat","Vapi","Residential",14,21,74,27,"2014-03-13"
"Gujarat","Vapi","Industrial",13,21,95,28,"2014-03-13"
"Odisha","Bhubaneswar","Residential",2,48,123,23,"2014-03-13"
"Odisha","Cuttack","Residential",2,33,101,63,"2014-03-13"
"Telangana","Sangareddy","Industrial",7.4,70.5,85,40,"2014-03-13"
"Gujarat","Jamnagar","Residential",15.8,20,75,26,"2014-03-14"
"Madhya Pradesh","Bhopal","Residential",2,22,105,76,"2014-03-14"
"Odisha","Bhubaneswar","Residential",2,14,102,36,"2014-03-14"
"Odisha","Cuttack","Residential",2,27,74,51,"2014-03-14"
"Telangana","Sangareddy","Industrial",8.3,67.8,91,43,"2014-03-14"
"Odisha","Cuttack","Residential",2,32,110,56,"2014-03-15"
"Telangana","Sangareddy","Industrial",3.8,54,98,36,"2014-03-15"
"Telangana","Sangareddy","Industrial",8.5,66.2,127,56,"2014-03-16"
"Gujarat","Ahmedabad","Industrial",26.31666667,19.5,72,27,"2014-03-17"
"Gujarat","Ahmedabad","Residential",12,16,85,33,"2014-03-17"
"Gujarat","Ahmedabad","Residential",12,21,83,23,"2014-03-17"
"Gujarat","Ahmedabad","Residential",15,23,74,28,"2014-03-17"
"Gujarat","Ahmedabad","Industrial",11,17,69,29,"2014-03-17"
"Gujarat","Ahmedabad","Residential",11,17,81,24,"2014-03-17"
"Gujarat","Ankleshwar","Residential",14,21,80,30,"2014-03-17"
"Gujarat","Ankleshwar","Industrial",15,21,77,25,"2014-03-17"
"Gujarat","Rajkot","Industrial",13,20,65,26,"2014-03-17"
"Gujarat","Rajkot","Residential",13,20,74,24,"2014-03-17"
"Gujarat","Surat","Residential",13,22,79,34,"2014-03-17"
"Gujarat","Surat","Industrial",14,19,80,32,"2014-03-17"
"Gujarat","Surat","Residential",14,19,88,29,"2014-03-17"
"Gujarat","Vadodara","Industrial",16,18,93,34,"2014-03-17"
"Gujarat","Vadodara","Residential",11,18,64,22,"2014-03-17"
"Gujarat","Vadodara","Residential",14,22,100,34,"2014-03-17"
"Gujarat","Vapi","Residential",15,19,91,31,"2014-03-17"
"Gujarat","Vapi","Industrial",16,20,97,27,"2014-03-17"
"Odisha","Cuttack","Residential",2,33,81,43,"2014-03-17"
"Telangana","Sangareddy","Industrial",7,60.7,100,51,"2014-03-17"
"Gujarat","Jamnagar","Residential",12.75,22,74,24,"2014-03-18"
"Odisha","Cuttack","Residential",3,32,73,47,"2014-03-18"
"Telangana","Sangareddy","Industrial",6.7,56.2,114,46,"2014-03-18"
"Madhya Pradesh","Bhopal","Residential",2,21,134,5,"2014-03-19"
"Odisha","Bhubaneswar","Residential",2,21,114,32,"2014-03-19"
"Odisha","Cuttack","Residential",2,33,108,55,"2014-03-19"
"Telangana","Sangareddy","Industrial",11.2,64.3,125,55,"2014-03-19"
"Gujarat","Ahmedabad","Industrial",25.15,14.56666667,83,30,"2014-03-20"
"Gujarat","Ahmedabad","Residential",15,15,90,25,"2014-03-20"
"Gujarat","Ahmedabad","Residential",13,20,85,25,"2014-03-20"
"Gujarat","Ahmedabad","Residential",14,22,95,33,"2014-03-20"
"Gujarat","Ahmedabad","Industrial",9,15,85,25,"2014-03-20"
"Gujarat","Ahmedabad","Residential",11,17,84,35,"2014-03-20"
"Gujarat","Ankleshwar","Residential",14,20,93,33,"2014-03-20"
"Gujarat","Ankleshwar","Industrial",17,20,78,40,"2014-03-20"
"Gujarat","Rajkot","Industrial",13,19,66,25,"2014-03-20"
"Gujarat","Rajkot","Residential",13,19,66,22,"2014-03-20"
"Gujarat","Surat","Residential",14,18,83,31,"2014-03-20"
"Gujarat","Surat","Industrial",14,21,77,29,"2014-03-20"
"Gujarat","Surat","Residential",15,17,95,34,"2014-03-20"
"Gujarat","Vadodara","Industrial",16,19,101,36,"2014-03-20"
"Gujarat","Vadodara","Residential",11,18,62,19,"2014-03-20"
"Gujarat","Vadodara","Residential",14,21,82,28,"2014-03-20"
"Gujarat","Vapi","Residential",14,21,88,28,"2014-03-20"
"Gujarat","Vapi","Industrial",15,18,100,34,"2014-03-20"
"Odisha","Cuttack","Residential",2,31,106,51,"2014-03-20"
"Telangana","Sangareddy","Industrial",9.1,85.1,82,48,"2014-03-20"
"Gujarat","Jamnagar","Residential",14.5,21,68,19,"2014-03-21"
"Madhya Pradesh","Bhopal","Residential",2,18,121,31,"2014-03-21"
"Odisha","Cuttack","Residential",4,29,72,43,"2014-03-21"
"Telangana","Sangareddy","Industrial",12.6,59.5,116,52,"2014-03-21"
"Madhya Pradesh","Bhopal","Industrial",2,20,133,85,"2014-03-22"
"Odisha","Cuttack","Residential",2,32,103,46,"2014-03-22"
"Telangana","Sangareddy","Industrial",8,71,156,54,"2014-03-22"
"Telangana","Sangareddy","Industrial",5,62.1,123,58,"2014-03-23"
"Gujarat","Ahmedabad","Industrial",21.7,14.1,83.66666667,33,"2014-03-24"
"Gujarat","Ahmedabad","Residential",14,15,88,29,"2014-03-24"
"Gujarat","Ahmedabad","Residential",13,17,95,24,"2014-03-24"
"Gujarat","Ahmedabad","Residential",13,22,79,32,"2014-03-24"
"Gujarat","Ahmedabad","Industrial",10,12,92,27,"2014-03-24"
"Gujarat","Ahmedabad","Residential",12,18,80,28,"2014-03-24"
"Gujarat","Ankleshwar","Residential",14,20,83,32,"2014-03-24"
"Gujarat","Ankleshwar","Industrial",17,20,65,21,"2014-03-24"
"Gujarat","Rajkot","Industrial",14,19,70,27,"2014-03-24"
"Gujarat","Rajkot","Residential",14,20,65,24,"2014-03-24"
"Gujarat","Surat","Residential",14,19,82,33,"2014-03-24"
"Gujarat","Surat","Industrial",15,21,74,30,"2014-03-24"
"Gujarat","Surat","Residential",15,20,92,29,"2014-03-24"
"Gujarat","Vadodara","Industrial",18,18,100,36,"2014-03-24"
"Gujarat","Vadodara","Residential",11,16,70,25,"2014-03-24"
"Gujarat","Vadodara","Residential",14,22,80,28,"2014-03-24"
"Gujarat","Vapi","Residential",14,19,89,28,"2014-03-24"
"Gujarat","Vapi","Industrial",13,19,103,33,"2014-03-24"
"Madhya Pradesh","Bhopal","Industrial",2,17,148,106,"2014-03-24"
"Odisha","Bhubaneswar","Residential",2,20,74,17,"2014-03-24"
"Odisha","Cuttack","Residential",2,33,89,47,"2014-03-24"
"Telangana","Sangareddy","Industrial",3.7,45.9,81,41,"2014-03-24"
"Gujarat","Jamnagar","Residential",15.81666667,21,62,18,"2014-03-25"
"Odisha","Bhubaneswar","Residential",2,13,63,46,"2014-03-25"
"Odisha","Cuttack","Residential",2,30,69,47,"2014-03-25"
"Telangana","Sangareddy","Industrial",3.8,40.8,75,36,"2014-03-25"
"Madhya Pradesh","Bhopal","Residential",2,22,89,44,"2014-03-26"
"Odisha","Cuttack","Residential",2,33,107,51,"2014-03-26"
"Telangana","Sangareddy","Industrial",3.7,47.7,91,45,"2014-03-26"
"Gujarat","Ahmedabad","Industrial",20.98333333,15.05,92.66666667,31,"2014-03-27"
"Gujarat","Ahmedabad","Residential",13,14,95,36,"2014-03-27"
"Gujarat","Ahmedabad","Residential",14,19,76,27,"2014-03-27"
"Gujarat","Ahmedabad","Residential",13,23,78,29,"2014-03-27"
"Gujarat","Ahmedabad","Industrial",15,13,85,22,"2014-03-27"
"Gujarat","Ahmedabad","Residential",13,17,78,20,"2014-03-27"
"Gujarat","Ankleshwar","Residential",13,19,88,31,"2014-03-27"
"Gujarat","Ankleshwar","Industrial",17,21,72,27,"2014-03-27"
"Gujarat","Rajkot","Industrial",13,18,65,24,"2014-03-27"
"Gujarat","Rajkot","Residential",13,18,63,21,"2014-03-27"
"Gujarat","Surat","Residential",16,20,73,25,"2014-03-27"
"Gujarat","Surat","Industrial",15,20,71,31,"2014-03-27"
"Gujarat","Surat","Residential",15,17,100,31,"2014-03-27"
"Gujarat","Vadodara","Industrial",19,18,97,31,"2014-03-27"
"Gujarat","Vadodara","Residential",10,16,64,21,"2014-03-27"
"Gujarat","Vadodara","Residential",16,21,82,29,"2014-03-27"
"Gujarat","Vapi","Residential",14,22,78,27,"2014-03-27"
"Gujarat","Vapi","Industrial",15,19,94,30,"2014-03-27"
"Odisha","Bhubaneswar","Residential",2,19,75,7,"2014-03-27"
"Odisha","Cuttack","Residential",3,34,85,43,"2014-03-27"
"Telangana","Sangareddy","Industrial",10.5,64.9,70,40,"2014-03-27"
"Gujarat","Jamnagar","Residential",12.78333333,20,75,23,"2014-03-28"
"Madhya Pradesh","Bhopal","Residential",2,18,105,75,"2014-03-28"
"Odisha","Bhubaneswar","Residential",2,13,71,30,"2014-03-28"
"Odisha","Bhubaneswar","Residential",2,14,102,45,"2014-03-28"
"Odisha","Cuttack","Residential",2,27,81,54,"2014-03-28"
"Telangana","Sangareddy","Industrial",13.2,59.4,84,42,"2014-03-28"
"Madhya Pradesh","Bhopal","Industrial",2,16,116,85,"2014-03-29"
"Odisha","Cuttack","Residential",2,32,120,55,"2014-03-29"
"Telangana","Sangareddy","Industrial",17.5,63.6,203,70,"2014-03-29"
"Telangana","Sangareddy","Industrial",12.5,67,167,100,"2014-03-30"
"Gujarat","Ahmedabad","Industrial",15.28333333,19.3,91.66666667,31,"2014-03-31"
"Gujarat","Ahmedabad","Residential",15,20,89,34,"2014-03-31"
"Gujarat","Ahmedabad","Residential",14,20,87,27,"2014-03-31"
"Gujarat","Ahmedabad","Residential",14,20,78,25,"2014-03-31"
"Gujarat","Ahmedabad","Industrial",10,16,79,23,"2014-03-31"
"Gujarat","Ahmedabad","Residential",13,17,87,32,"2014-03-31"
"Gujarat","Ankleshwar","Residential",16,23,92,42,"2014-03-31"
